username,bintang,review
s*****6,5,"Mantaaapp bangeettt, alhamdulillah....
Semogaaa aweettt. Aamiinn 🤲🤲🤲"
g*****.,5,Cas dari jam 11 skrnh jam 2.30 lampu nya masih 3 juga ga nambah nambah ke 4 chat admin terlalu slow respon. Tp bagus barang nya packing tebel nyoba isi batre 1 menit nambah 2 persen tapi ya itu udah 3 jam lama bangt nambah nya buat ke 4
v*****e,5,Produknya bagus banget dan tentunya original. Pengirimannya juga cepet. Warna power bank nya lucuuk. Makasih banyaakk😊😊😊
t*****6,5,"Packing nya aman
Sampai sini ngga ada yang rusak
Bisa di pakai"
nisahernisa,5,Pengiriman cepet barang selamat sampai keterima masih disegel. Mudah2an awet
t*****h,4,Asli produknya semoga awet terimakasih seller ....kurirnya juga ramah sip pkoknyaa
y*****y,5,Barang datang sesuai pesanan.. Warna nya lucu😍😍.. Pengemasan rapi dan bagus.. Pengiriman cepat.. Respon penjual baik.. Terimakasih 🙏🙏☺☺
kurniatoserbaofficial,5,Alhamdulillah powerbank nya udah sampee maaff gakkk sesuai foto ny udh trlnjur d ambil sm costumerrr thankk youuuu 😘😘😘😘
t*****9,5,Lumayan kok buat 2x pengisian hp samsung semoga powerbanknya awet deh hehe
mbahpuji.store,5,"Gemoyyy bangetttttt, lucu banget warnaanyaaaaa, sukaaaa pokoknyaaaaaaa"
citra_nciid,5,"bagussssss bangetttttt ... aahhh ini pb yg ke dua , yg pertama warna hijau dipakai suami , dan sampe saat ini masih oke bingiitsz makannya beli lagi ,, ga nyesel deh 💜"
f*****o,5,Tiba dgn aman. Uda cobain. So far so good. Puas. Warna bersih.
ratupambajeng,5,"Alhamdulillah duaduanya berfungsi dengan baik, semoga tahan lama. Terima kasih. Pengiriman standar. Flight friendly. Semoga selalu amanah"
larasatiwidya11,5,"Akhirnya dapat juga yg ungu, berulang kali kehabisan, warnanya bagus, berfungsi dengan baik buat ngecharge"
h*****a,5,"Kiyowo bgt warnanya ye, semoga awet. Terimakasih:))))))"
elmagusvitriana,5,"Produk oke,  harga terjangkau,  bismillah mudah2an tahan lama ya."
yunita_htb,5,Cakep. Berat. Handy. Ori krn dari official store. Cakep. Berat. Handy. Ori krn dari official store. Cakep. Berat. Handy. Ori krn dari official store. Cakep. Berat. Handy. Ori krn dari official store.
ivan.abon93,5,"Barang ori, mantap surantap, pengemasan bagus dan cepat, aman pokonamah ngajoaks ngabs, original robot, joss gandos, ntap ngajoaks gaiiss good recomend"
d*****i,5,"Barang ori, pengemasan rapi dan aman, bisa digunaka dengan baik"
z*****a,5,"Paket sudah diterima dengan baik,kualitar produk baik,tidak ada yang cacat/rusak/keliru,pengiriman oke,harga standart,thanks ya semoga baranya awet"
f*****e,5,"paket sudah sampe
semua lengkap
packing aman
hanya saja yg dapet kabel micro
pdahal hp type C
semoga awet"
a*****r,5,"Power banknya slim bgtt, sukaakk! Awalnya gabisa ngecharge pake kabel bawaan, tp setelah nyoba dicharger kedua bisaaa. Semoga awet yaa✨"
i*****s,5,"Barang aman, terimakasih. Barang sudah sampai dan berfungsi dengan baik"
p*****3,5,"Mengisi dengan baik, packing aman, pengiriman cepat, respon admin juga bagus"
azisjatmiko123,5,Pengiriman cepet barang bagus sesuai pesanan seller ramah
maulidanrlhdy,5,"pengirimannya cepet banget, barang orii semoga awettttttt"
s*****d,5,"Bagussssssssssssssssssssssssssssssssssssssssssssssssss


Pembelian ke tiga, maaf foto ga sesuai pokonya bagus"
ariantisartika190494,3,"Sesuai pesanan,kualitas belum tau semoga tahan lama"
d*****1,5,Semoga awet Alhamdulillah yg make suka sama warnanya
gilangramadhan0478,5,Selalu bagus dan terpercaya mantap deh pokoknya jbfbsoamjbsjdhjekamansmfbfbjejsjap
a*****3,4,"Semua aspek sangat baik. Dapat 1 kabel putih usb to micro. 
1 hal yg kurang baik, tidak bisa type c to type c. Alhasil klo hp kita adalah type C utk pengisian battery, maka harus beli kabel lain yg usb to type c.
Untung diskon jd 99K. Warna hijau tua okay dan anti mainstream."
almahiraherbal,5,"Pakingnya aman dan rapih sampe dengan selamat cepat. Makasih ya, sukses trus ya seller 😊"
mumtazdaiman4596,2,"Packing nya bagus, Body luarnya bagus, lumayan estetik, datangnya tepat waktu sesuai keterangan, tapi daya pengisian k HP nya lambat banget, pengisian 1% aja sampai nunggu 5menit lebih, lumayan kecewa sih... Semoga kedepannya tidak mengecewakan pelanggan yg lainnya..."
rifqigusti4200,4,"Bismilah semoga awet ,kalo awet nnti order .............."
f*****i,5,"100000 mAh, bagus, awet, sayangnya pas beli mungkin kurang baca deskripsi. Kabel usbnya 1, bisa charge pake typeC juga. Warnanya ungu lillac bagus"
ventish0p,4,"Pesanan sdh saya terima..
Fisik produk bagus, tapi blm di coba
Terimakasih"
slattee,5,"Mau beli warna ungu eh abis, yauda cekoutin yg sisa warna putih. Eh kaget pas dikirimnya warna unguuuu seneng banget🤑😭😭 Mau beli warna ungu eh abis, yauda cekoutin yg sisa warna putih. Eh kaget pas dikirimnya warna unguuuu seneng banget🤑😭😭"
a*****a,5,"power bank nya bgus. tidak ada yg cacat bgus, tpi pas paket nya smpe gk pke bubble wrap nya, sempet jantungan krna gk pke bubble wrap  untung power bank nya gpp."
liabcd,5,"Pengirimannya lamaaa bgt. CO tgl 12, sampenya tgl 18. Packing aman, barang aman, terima kasih................."
a*****a,5,"Powerbanknya sudah sampai berfungsi dengan baik, namun ini termasuk adminnya yg agak susah dimintai tolong ya karena kemarin mau minta tolong gantiin warna padahal belum aku bayar niatnya bayar setelah konfirmasi ganti warna tapi admin banyak alasan hehe, tapi gapapa ITS okay aku sukaa, makasih ya"
s*****0,5,🔥produknyaa baik pengirimannya cepatg pokoknya mantepp!!🔥🔥
nuryanisy,5,"power bank nya sdh nyampe.. cpt banget pengirimannya.. 
barangnya jg bagus warna hijau, sesuai pesanan.. dapet kabel usb jg... Insyaallah Ori... 
semoga awet.. dan semoga tahan lama baterai nya... 
makasih.."
naisyatulkameilia,5,Pengemasan standar oke banget barangnya emang agak gede tp gpapa lah ya
s*****1,5,Yah walaupun ga sesuai warna ..seharus nya hijau tapi gapapa lah .. putih juga bagusss ...wkwkkw .. terimakasih robot ....next order lagi ..tapi seseuai warna yah ... checkout warna green Dateng putih ... good deh ..wkwkwkw😊😊😊😊😊😊😊😊😊😊🙂
regioktapianiputri,5,"Packing lumayan aman, pengiriman lumayan cepat, produk nya bagus thank's seller 🙏"
h*****s,5,"device dapat mengisi dengan semestinya, bahan material nyaman, semoga awet❤️"
farhafarsya,5,"Alhamdulillah akhirnya yg di tunggu sampe juga
Sesuai pesanan, lengkap dan suka pokonya,,
Makasih ya kak, makasih juga shopee"
n*****1,4,"Barang oke sesuai dengan yang dipesan, packing aman barang aman sesuai dengan yang dipesan. Sudah dicoba pakai sekali tapi dia sering tiba2 gak ke cas trus ke cas lagi.. semoga next time gak gitu lagi"
dwi_hartatik93,5,"Produk baik... Ketahanan produk belum tau, belum dicoba... Warna bagus..  Makasiih"
c*****a,5,"Kualitas produk sangat baik
Produk original 
Harga produk sangat baik"
d*****a,5,Ngga pernah ngeraguin kualitas robot sih. Terutama kalo beli di OS nya langsung. Pengiriman agak lama tapi wajar karna saya di Aceh
a*****n,5,Alhamdulillah datangnya sih kmaren maaf telat ksih ulasan soalnya mau d coba dulu barangnya nyala& nggak nya 🙏🏻
t*****h,5,Bagus sih kirain gede rupanyabkcil tipis powerbamk nya ya cocok lah di genggem tangann tapi yabitu kok bingung 10000 cepetnbanfet habisnyaa padahal cas seusai 5jamann kabel nya type c juga udah fast charging bingung cepet habis powerbanj nya ya semoga awettt ya jyhyyyyyy
s*****a,5,"Alhamdulillah, barang sdh dteng.. Ini udh yg ke 2 kli nya pesen power bank di tokoh ini. Dn tidk prnah mengecewakann.  Pengemasan rapih serta aman sklii
. trima kasih..😍😍😍😍😍😍"
a*****7,5,Bagus. Bisa nyala.. berfungsi dengan baik. Dan semoga awet yah.. aamiin
selviana_pia,4,Maaf ya penilaiannya nggak ada gambarnya soalnya udah aku pakai untuk barangnya sendiri powerbanknya cukup bagus modelnya desain desainnya sangat slim terus warnanya juga oke banget pengisiannya cepat dan tahan lama
sucigayatrir,5,"Bagus bgt ngt aman sampe rumah dengan selamat, dannnn gak lecet sedikit pun"
i*****n,5,"Mantap real pic, hanyasaja packing nyah kurang safety, kurangtebel bubble wrap nyah, recomendedjuga sih barang nyah"
e*****a,5,Kualitas produk baik. Harga produk baik. Produk original. Kecepatan pengiriman baik.
febriisraini,5,Harga terjangkau .pengiriman cepat .mantap .udh kali ke 3 pesan di sini .next bakal order lagi.
aurorashop.,5,Powerbank merk robot 10000mah 9protection tahan lama berkualitas
n*****1,5,"Produk original, velum sy pke si, tp udh sy charge. Bagus barangnya, pengemasan oke. Diksih buble graps nya spya ngga ke banting lalu rusak. Pokoknya recommended lah.
Terima kasih seller"
l*****e,5,"Powerbanknya sdh sampe dengan selamat,barang komplit sesuai pesanan ,sy coba powerbanknya lumayan cepat ngisinya ,tks seller"
r*****2,5,Akhirnyaaaa sampai jugaa. Sesuai sama gambar. Sesuai pesanan. Bagus bangett. Gemoyy dehhh. Pengiriman cepat. Rekomended sih ini. Thx u.
s*****y,5,Nyampenyaa cepet banget. Belinya flashsale jadi murcee 😍😍😍
sittamheiicha,5,"Tengkyuhh..
Pesanan sampaii dg selamat....
Bungkus rapih...smua berfungsi dg baik..
Seller ramah...☺☺🙏🙏
Thx seller...shopee dan bang kurirr...
Good job...sukses selalu smua ☺☺🙏🙏🙏"
upgrade_style,3,"Tampilan oke, tapi kapasitas tidak sesuai yg tertera. Hp saya batreinya 5000, belum sampai terisi penuh sudah mati duluan powerbank nya, padahal kapasitas nya 10.000"
k*****7,5,Kapasitas sesuai dengan deskripsi. Warna dan desain elegan. Tempat input ada 2 untuk type micro dantype C sehingga memudahkan penggunanya. Powerbank dilengkapi dengan kaber carger dan kartu garansi
sitin95,5,"Alhamdulillah paket sampai dengan aman ,packing baik , pengiriman cepat ,harga terjangkau ,barang bagus ,terima kasih 🙏"
wulmin_69,5,dari dulu akuu selalu percayakan kelengkapan elektronik sama robot. sebagus dan se awet itu dipakee ❤️❤️❤️❤️❤️
c*****1,5,Barang bagus sesuai iklan berfungsi nyalah semoga awet . Pesan kemarin sampai ini hari cepat sukses terus Gbu🙏😇
arleneflo,5,Produk diterima dalam kondisi baik...packingnya aman...pengemasan dan pengiriman cepat...respon penjual baik...varian produk / warna sesuai dengan pesanan...sudah dicoba dan menyala…semoga awet ya…terimakasih
rahmatilia,5,"Pb nya keren, cuman agaka berat. Tapi salah sendiri sih, gk liar beratnya"
chikita.cuty,5,"Standar, dapat kabel yg gak panjang, ada tulisan sisa berapa persen di pb nya. Berguna banget."
liza.icha,5,"Ok.. sepertinya original.. smoga awet
Pengemasan baik sekali dan pengiriman cepat walaupun sedang 10.10
Mantab seller👍👍"
p*****a,5,"Produk bagus, berfungsi dengan baik & sesuai dengan deskripsi. Thank you seller."
yeskurus,5,Pengemasan dan pengiriman cepat. Packing rapi dan aman. Diterima tanpa cacat . Harga sesuai kualitas. Thanks
n*****u,5,"Lihat review pengemasan lama agak khawatir ya. Tapi pas aku pesan syukurlah waktu pengemasan dan pengirimannya standar. Packing cuma pakai plastik bubble wrap atau apalah itulah yg di foto. Agak ngeri sih, tapi barangnya selamat."
m*****9,5,"Terima kasih banyak kak paket sudah sampai dengan selamat 💜 belum dicoba sih, Bismillah semoga awet 🤗"
o*****a,5,"Powerbank nya bagusssss, kondisi amannnn, cuma sayang klo bisa ditambah kabel type c. Biar lebih sempurna"
widyantoro82,5,"Pesanan telah mendarat dengan mulus bos
Barang Bagus and kemasan rapih
Thank you so much"
o*****e,5,"produk original, kualitas produk sangat baik, produk baik."
a*****s,4,"Relatif. 
Lumayan dapet harga promo. Barang masih disegel dan saat dibuka berfungsi baik. Tidak terlalu tebal dan warna purple kalem tidak mencolok. Nice

Pesan tanggal 24 September dan diterima tanggal 30 September"
destiyana_s,4,"Saya pesan yg warna hijau tapi yang dateng malah warna putih, untuk pengiriman cepet 2 hari sudah sampai paketnya, semoga awet powerbank nya"
e*****s,5,"Produknya ori pake banget, pengirimannya juga cepet, semua the bessstt.. Tp sayang, warnanya kurang sesuai sama pesenan akuuu. Pesen ijo tp yg dateng putih, but its okay gapapa yg penting barang sampe dgn keadaan mulus no lecet no rusak. Makasiii sellerrr 😍😍"
muhammadhibza,1,"Saya kecewa, saya pesan warna hijau yang datanh putih, admin dichat tidak merespon komplain saya, semoga jadi bahan evaluasi buat kalian, sekian terimakasih"
u*****9,5,"Alhamdulillah sampai juga, 
Udah khawatir ga bakal sampai, karena status pengiriman di shopee tdk jalan
Produk original, warna nya bagus
Packing aman"
widiadewangi,5,"bagus bngt pengiriman nya cpt semoga awet ya 
kualitas oke harga oke ramah di kantong barang ny bgus"
b*****a,5,Barang sudah mendarat dengan mulus kak... terima kasih...
sarahnazif,4,"Ringan mudah dibawa kemana mana.
Belum coba sih berapa lama tahannya."
g*****i,5,Barangnya bagus dan juga original. Pengirimannya juga cepat banget.
r*****a,5,"Pengriman aman, packging rapi dan terjaga, dapat harga flashsale dan worth it jga"
v*****e,5,"Produk bagus, harga terjangkau, puas banget beli di toko ini, mudah- mudahan awet:))"
w*****3,5,"Pengiriman cepat 😍 kurir baik hati 
Kualitas baaik"
v*****a,5,"Awalnya takut beli karena komennya bilang lama dikirim, tapi ternyata di aku cepet bngt, co 9.9 siang trus malemnya dikirim xixxi. Warnanya juga lucu soft gitu, dapet kabel panjang juga, packing lumayan aman, dan dapat kartu garansi juga👍👍👍 buat ketahan belum dicoba seharian"
d*****k,5,"Packing rapi dan aman nyampe dengan selamat, pengiriman cepat, mantap pkonya. Semoga awet."
o*****e,5,"Mantap dah barangnya, mantap banget hp saya jadi lebih elegant"
e*****a,5,"Paketnya sudah sampai, produknya bagus packing nya juga rapi. Pengemasannya juga cepat dan aman, pokok nya bagusssss dehhh. Gak mengecewakan lah"
a*****s,5,Barang mendarat dengan selamat gan makasih ya gan barang di kirim dengan lengkap semoga GK ada kendala gan
mufaa23,4,"Barang bagus, sesuai harga. 1 jam ngisi 20 % sisa 2 titik. Semoga aweet barangnya"
p*****i,5,"Pengemasan barang rapi dan cepat, barang dikirim sesuai dengan pesanan"
m*****i,5,beushsbsus subsis sus dudbdu idbdudndud dur dud durbud dud du
a*****u,5,"Pengemasannya cepat dan rapi dengan menggunakan bubble wrap, barang juga cepat sampai dan real pict sesuai dengan gambar"
only_jarno,5,Mantap banget. Hemat. Baru pake. Rekomendasi dari aku nih ya...
resky_gerhana_h17,5,"Barangnya bagus, aman dan selamat. Saya suka sekali Terimakasih"
fadhilafaiza,5,Bagus banget ih warna nya. Udah nyobain dari batre 10% ke 83% cuma mati 1 lampu indikator nya. Padahal hp nya juga kadang sambil dimainin. Semoga awet.
a*****h,1,"Pengiriman sangat lama, yang di pesan warna hijau yang dateng warna putih. mna gak ada konfirmasj sebelumnya"
rahmathyyutfguiy68865refhjhju,5,Barang sudah sampai di tempat dan semoga awet dn berfungsi dengan baik terimakasih..............................................................
t*****o,4,Pengiriman nya lama bangettt hampir seminggu:(( udah gitu aku pesen warna green yang dateng white :(( tapi overall kayanya bagus
a*****a,5,"Barang oke sesuai pesanan, makasih selleeeeerrrrrrrrrrr"
a*****u,5,"Pengemasannya lama 3 hari, pengemasannya menggunakan buble wrap putih, barang sesuai dengan gambar dapat digunakan dan wrnanya bagus"
dinakrist,5,"Asli bagus bgt sih ini,, semoga awet lah ya...berguna bgt soalnya."
ridwann46,5,"Gausah ditanya lagi kualitas
Pastinya mantap,100% original,pengiriman juga alhamdulillah cepat tanpa ada kendala
Yg mau beli gausah ragu,langsung gas check out"
a*****a,5,Terimakasih paketnya sudah sampai dengan cepat.  Packing aman.  Barang sesuai
herdiansahandita,5,"Produk original, mantul.
Recommended pokoknya.
Thanks seller.
👍👍"
,5,sampai dengan baik!! desain nya cantik bgt sii dan bekerja dgn baik juga:) terima kasih!
n*****r,5,Bagusoriginal kualitaa baik bjkbgunklljgcsayvvdhincruh
m*****7,5,"dapet harga flash sale jd worth it bgt!!!😍 pengiriman cepet bgt lgsg dikirim hari itu juga, semoga awet…"
n*****a,5,Barangnya oke selalu oke kalo merk ini pas dapet lagi sale pula mkaasih seller sukses terus yaaaa
icha_anggreni,5,"Alhamdulillah barang nya nyampe dengan selamat , sesuai describsi...
Suka banget sama produk nya, tapi stok hijaunya habis. Alhamdulillah suka suka suka"
e9rh6ilcpz,5,"Suka bgt merk robot. Ke2 kali beli dilapak ini,udah punya standing hp nya 2, speaker bluetooth nya& kali ni beli lagi powerbank nya. Tdk pernah kecewa sama merk robot,bagus. Pengiriman seller cepat,packing aman bgt."
echirazi,5,"Alhamdulillah sdh power bank nya drmh,,semoga awet yh,mksih admin dan shopie"
s*****y,5,Produk sudah diterima dengan sangat baik. Terima kasih banyak.
k*****i,1,"Check out tgl 25, batas maksimal pengemasan tgl 28, dkirim tgl 29. Tgl 1 okt baru smpe d tangan. Chat penjual d bales sm BOT. Harusnya tgl 28 blm dkirim uda batal otomatis, tp dia pinter d request dulu kurirnya dr tgl 25 biar ga batal otomatis.!"
s*****i,5,"Mantap!!! Dapet dengan harga murce yuhuuuu😍❤️semoga awet2 ya powerbanknya, sukses terus ya seller👍👍👍ku suka warnanya juga oke, udh dicoba juga masuk kok bisa digunakan yeay makasih makasih. Bakalan repeat order lg disini, kelupaaan beli kepla charger yuhu cus order disini aja yuk"
n*****3,5,"Barang udah datang dari kemaren
Sngaja baru review 
Ternyata bagus banget pb nyo
Suka banget dengan warna nya
Semogaa awet
Makasih seller"
nadhifahs.ns,5,"Powerbank udh dipake seminggu dan ini awet banget batrenyaa, untung banget portnya cuma 1. Jadi gabisa bagi2 wkwkwk"
anandriany,5,"Berfungsi dg baik jsoibendpoxywvbskkxnekxogvvdbjkxkjxybebndmkxib3bbdkxkm.rnjxolembsux8oembbzhjenms
X.j,ikslenhz8owksnnd"
r130803,4,"Dari tampilan sih oke tapi belom tau awet ga daya tahannya. Dapet micro usb lagi.
Saya pesen warna hijau tapi yg dikirim warna putih, hadeh"
n*****1,5,"sampai dengan selamat, berfungsi dengan baik, thankyouu semoga awet barangnya"
d*****a,5,"Baramg datang sesuai pesanan, warna dan jumlah.
Tp ekspedisi shopenya sing aneh sui sui.."
nindyaist,5,sesuai pesanan..pengiriman cpt.. dpt harga diskon.. trimakasih..semoga awet
n*****4,4,Produknya bagus sih. Simple semoga aja awet .terimakasih..
o*****a,5,"Sudah Sampai dengan selamat, semoga awet , trimaksih shopee dapet harga promo ini beli nya"
jackowilliaml,5,Harga sangat terjangkau dan dapat garansi pula! Smoga awet powerbanknya.. thx u seller!🤍
mphieulvi,5,"Barangnya nyampe dg selamat, packingnya super rapi dan aman.."
d*****6,4,"Pengiriman cepat cuma 2 hari. Barang aman juga, ga ada yg penyok kardusnnya, dan berfungsi. Untuk kecepatan ngecesnnya belum saya coba, semoga awet

Thanks min"
